8,01,07:48:18,lcc1-22,opened,1958610698224707280
8,01,07:54:37,lcc1-13,opened,7474391472964963141
8,01,07:56:17,lcc1-14,opened,8326238313630737740
8,01,07:56:48,lcc1-12,opened,3525770527775037856
8,01,07:57:08,lcc1-16,opened,8383141427118669524
8,01,08:00:11,lcc1-02,opened,28788163419506501
8,01,08:01:06,lcc2-13,opened,5139504876787956978
8,01,08:02:01,lcc1-17,opened,181623591397876379
8,01,08:03:54,lcc1-11,opened,6972318600730588583
8,01,08:04:32,lcc2-12,opened,3861946494254556760
8,01,08:04:45,lcc2-11,opened,2963660150868505893
8,01,08:04:46,lcc1-14,closed,8326238313630737740
8,01,08:05:01,lcc1-22,closed,1958610698224707280
8,01,08:06:02,lcc1-11,closed,6972318600730588583
8,01,08:06:11,lcc1-36,opened,3494169906591418440
8,01,08:06:12,lcc1-05,opened,252733120965512912
8,01,08:06:16,lcc1-14,opened,6972318600730588583
8,01,08:08:03,lcc2-36,opened,5017931950784893330
8,01,08:08:22,lcc2-11,closed,2963660150868505893
8,01,08:08:45,lcc2-11,opened,3913409002458538420
8,01,08:10:23,lcc2-13,closed,5139504876787956978
8,01,08:10:24,lcc2-12,closed,3861946494254556760
8,01,08:10:25,lcc2-11,closed,3913409002458538420
8,01,08:10:41,lcc1-29,opened,6198586898161654007
8,01,08:11:23,lcc2-04,opened,1443690779365713827
8,01,08:11:26,lcc2-22,opened,5139504876787956978
8,01,08:11:38,lcc2-25,opened,2963660150868505893
8,01,08:11:47,lcc2-24,opened,3913409002458538420
8,01,08:11:57,lcc2-03,opened,7767588597905110237
8,01,08:12:09,lcc2-23,opened,3861946494254556760
8,01,08:12:28,lcc1-07,opened,1958610698224707280
8,01,08:14:14,lcc2-05,opened,9145618048787133156
8,01,08:14:48,lcc2-28,opened,1339514438671693165
8,01,08:14:59,lcc2-34,opened,2067555702277300359
8,01,08:15:10,lcc2-27,opened,1658197083719941707
8,01,08:15:26,lcc2-27,closed,1658197083719941707
8,01,08:17:13,lcc2-12,opened,6315853537823407977
8,01,08:18:04,lcc1-11,opened,1511426737145847007
8,01,08:18:21,lcc1-21,opened,1592026935636530278
8,01,08:19:37,lcc2-21,opened,6032469473605117991
8,01,08:20:21,lcc1-21,closed,1592026935636530278
8,01,08:20:47,lcc1-15,opened,4407974064287469667
8,01,08:21:40,lcc2-13,opened,181628591540876763
8,01,08:25:19,lcc1-23,opened,797090375869983778
8,01,08:25:19,lcc1-24,opened,7259917550619745322
8,01,08:26:19,lcc1-38,opened,1339521438823693542
8,01,08:26:26,lcc1-25,opened,3979248016365118357
8,01,08:26:58,lcc2-37,opened,3979234016363118493
8,01,08:27:27,lcc2-11,opened,6873798175545649257
8,01,08:29:29,lcc2-20,opened,5379560139188714955
8,01,08:29:41,lcc2-27,opened,1658197083719941707
8,01,08:31:12,lcc1-30,opened,884241588131078174
8,01,08:31:52,lcc2-39,opened,5909952647001635330
8,01,08:32:06,lcc2-38,opened,1854180937633683269
8,01,08:38:06,lcc1-02,closed,28788163419506501
8,01,08:40:55,lcc2-02,opened,6323672063433969337
8,01,08:41:11,lcc1-02,opened,28788163419506501
8,01,08:41:55,lcc1-10,opened,1958610698224707280
8,01,08:42:02,lcc1-21,opened,6697398331250867901
8,01,08:43:30,lcc1-10,closed,1958610698224707280
8,01,08:48:27,lcc2-05,closed,9145618048787133156
8,01,08:48:30,lcc1-39,opened,1756942229050808231
8,01,08:50:27,lcc1-31,opened,8505866093505581787
8,01,08:50:30,lcc2-27,closed,1658197083719941707
8,01,08:50:44,lcc1-31,closed,8505866093505581787
8,01,08:53:20,lcc1-08,opened,1592026935636530278
8,01,08:58:26,lcc2-15,opened,6611786433543370014
8,01,09:02:00,lcc1-02,opened,28788163419506501
8,01,09:02:07,lcc1-08,closed,1592026935636530278
8,01,09:02:16,lcc1-13,closed,7474391472964963141
8,01,09:02:30,lcc1-13,opened,7474391472964963141
8,01,09:12:05,lcc2-05,opened,4001673766298426114
8,01,09:12:35,lcc2-05,closed,4001673766298426114
8,01,09:14:35,lcc2-27,opened,1658197083719941707
8,01,09:18:32,lcc1-10,opened,1592026935636530278
